,submission_date,assignment code,outcome code,outcome year,course_id,semester,course,section,outcome score,outcome rating,college,compliance
12676,2022-03-02,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
14622,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
18141,2022-03-02,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20629,2022-04-07,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
20635,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20839,2022-04-29,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20940,2022-03-10,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
21305,2022-03-02,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
21306,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21320,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21466,nan,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21536,2022-03-04,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21608,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21701,2022-03-10,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
21725,2022-03-29,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
22159,2022-03-01,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
23264,2022-03-09,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
24588,2022-03-11,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
25833,2022-03-11,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
26187,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26216,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27405,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27600,nan,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
27628,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
27694,2022-05-06,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27758,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27919,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28083,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29501,2022-02-23,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29507,2022-03-10,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
29611,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
30032,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31205,2022-03-26,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31546,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
31894,2022-03-01,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
32492,2022-04-13,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
33066,2022-02-28,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
33376,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
33926,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
34204,2022-05-01,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34352,2022-03-03,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34451,nan,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34486,2022-04-20,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34489,2022-03-16,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
34571,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
34579,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34586,2022-03-01,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34626,2022-03-01,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
34636,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34638,nan,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34934,2022-03-03,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
35056,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38639,2022-03-11,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
38860,2022-04-26,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40478,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40561,2022-04-23,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40564,2022-03-06,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40578,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40599,2022-03-11,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40600,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40602,2022-03-08,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40603,2022-03-08,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40607,2022-03-09,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40608,2022-03-10,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40611,2022-03-02,448169,S3,U1516,SP2022_BIOL1060_1U,SP2022,BIOL1060,1U,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40617,2022-03-11,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
40622,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40625,2022-03-08,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40634,2022-03-10,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40647,2022-04-23,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40650,2022-04-20,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40657,2022-03-07,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40660,2022-03-11,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40664,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40666,2022-04-23,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40668,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40669,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40671,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40692,2022-03-10,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40693,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40698,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40700,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40702,2022-03-08,452496,S3,U1516,SP2022_KINE1000L_01,SP2022,KINE1000L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40705,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40706,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40710,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40711,2022-03-09,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40746,2022-03-15,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40756,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
40757,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40787,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40789,2022-03-09,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40828,2022-02-22,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40833,2022-05-02,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40849,2022-04-08,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40877,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40879,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40892,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40893,2022-03-07,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40905,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
40912,2022-03-14,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40916,2022-03-10,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
40923,2022-03-10,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40953,2022-03-09,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
41061,2022-04-25,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
41125,2022-03-03,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
41152,2022-03-08,455967,S3,U1516,SP2022_KINE1000L_02,SP2022,KINE1000L,02,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
41208,2022-03-10,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
41292,2022-03-09,456175,S3,U1516,SP2022_KINE1000L_05,SP2022,KINE1000L,05,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
42226,2022-03-07,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
45274,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
45539,2022-03-05,452684,S3,U1516,SP2022_KINE1000L_03,SP2022,KINE1000L,03,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
45658,2022-02-25,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
45761,2022-04-24,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
45924,2022-03-12,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
45980,2022-03-11,456199,S3,U1516,SP2022_KINE1000L_06,SP2022,KINE1000L,06,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
46468,2022-04-20,463133,S3,U1516,SP2022_KINE1005_1U,SP2022,KINE1005,1U,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
12204,nan,454753,IP1,U1516,SP2022_COMM1210_01,SP2022,COMM1210,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
14348,nan,452913,IP1,U1516,SP2022_COMM1210_03,SP2022,COMM1210,03,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
16164,2022-05-06,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
17593,nan,453169,IP1,U1516,SP2022_COMM1210_04,SP2022,COMM1210,04,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
18165,nan,452913,IP1,U1516,SP2022_COMM1210_03,SP2022,COMM1210,03,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
18531,nan,446086,IP1,U1516,SP2022_COMM1210_02,SP2022,COMM1210,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
19671,nan,453169,IP1,U1516,SP2022_COMM1210_04,SP2022,COMM1210,04,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
19671,2022-05-07,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21033,nan,454753,IP1,U1516,SP2022_COMM1210_01,SP2022,COMM1210,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21257,2022-05-06,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21272,2022-05-04,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
21434,nan,454753,IP1,U1516,SP2022_COMM1210_01,SP2022,COMM1210,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21464,2022-05-06,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21487,2022-05-04,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21608,2022-05-05,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21799,2022-05-07,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21869,2022-05-07,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
22177,nan,446086,IP1,U1516,SP2022_COMM1210_02,SP2022,COMM1210,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
25143,nan,452913,IP1,U1516,SP2022_COMM1210_03,SP2022,COMM1210,03,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
26172,2022-05-07,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27295,nan,453169,IP1,U1516,SP2022_COMM1210_04,SP2022,COMM1210,04,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
27319,nan,446086,IP1,U1516,SP2022_COMM1210_02,SP2022,COMM1210,02,2.0,Target,College of Arts and Humanites,Outcome assessed
27398,nan,454753,IP1,U1516,SP2022_COMM1210_01,SP2022,COMM1210,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27526,2022-05-06,441948,IP1,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
